Gene type	Gene name
protein_coding	GRK2
protein_coding	NOS1
protein_coding	HDAC5
protein_coding	MAP3K13
protein_coding	PTPRH
protein_coding	E2F7
protein_coding	IFI16
protein_coding	WASHC3
protein_coding	RBM47
protein_coding	ARL6
protein_coding	RFTN1
protein_coding	ERCC1
protein_coding	NEMP1
protein_coding	TRIM4
protein_coding	RAD9B
protein_coding	THADA
protein_coding	HEATR1
protein_coding	EPGN
protein_coding	HOXC8
protein_coding	MTURN
protein_coding	PCYOX1L
protein_coding	PHKG1
protein_coding	WNK1
protein_coding	ING2
protein_coding	LGI2
protein_coding	LARP1
protein_coding	NEIL3
protein_coding	AKR1B10
protein_coding	ADAD1
protein_coding	HBG1
protein_coding	ZSCAN21
protein_coding	WDTC1
protein_coding	RSF1
protein_coding	C6
protein_coding	BMPR1B
protein_coding	SENP2
protein_coding	VPS50
protein_coding	PPP1CA
protein_coding	VPS72
protein_coding	PHOX2B
protein_coding	PIK3R3
protein_coding	MMP26
protein_coding	ABCA8
protein_coding	ANKRD27
protein_coding	APLP2
protein_coding	PCBP2
protein_coding	MFSD1
protein_coding	PLA2G5
protein_coding	AGMO
protein_coding	MRPL32
protein_coding	MAP1LC3C
protein_coding	EVX1
protein_coding	CARD11
protein_coding	MGLL
protein_coding	AASS
protein_coding	CPLX2
protein_coding	NPR3
protein_coding	KAT7
protein_coding	WIPF1
protein_coding	GABRP
protein_coding	TRIM71
protein_coding	FTH1
protein_coding	P2RY13
protein_coding	CEP89
protein_coding	PCDHGA6
protein_coding	RIOK2
protein_coding	EXOSC10
protein_coding	RCOR2
protein_coding	CHDH
protein_coding	TMEM102
protein_coding	TEX19
protein_coding	NHP2
protein_coding	DOCK10
protein_coding	FBF1
protein_coding	CD22
protein_coding	CCDC69
protein_coding	GALNTL5
protein_coding	ARFGAP2
protein_coding	LNPEP
protein_coding	RABL3
protein_coding	MAP2K4
protein_coding	FSCN1
protein_coding	MST1
protein_coding	EIF2AK3
protein_coding	MAP1B
protein_coding	TMEM107
protein_coding	JMY
protein_coding	PPFIA3
protein_coding	ENDOV
protein_coding	LPCAT1
protein_coding	SEC13
protein_coding	FSHR
protein_coding	KCNJ10
protein_coding	PURA
protein_coding	BCL2L12
protein_coding	GPR155
protein_coding	PCDHGB4
protein_coding	BNIP1
protein_coding	NTRK1
protein_coding	PC
protein_coding	RHNO1
protein_coding	RAI1
protein_coding	TLR9
protein_coding	LETMD1
protein_coding	CCDC125
protein_coding	ZNF207
protein_coding	STARD3NL
protein_coding	CYP4F2
protein_coding	ZDHHC11B
protein_coding	LAMB2
protein_coding	CDC42SE2
protein_coding	GBP3
protein_coding	RAB24
protein_coding	DAW1
protein_coding	PLA2G4C
protein_coding	LIFR
protein_coding	GUSB
protein_coding	NAA38
protein_coding	UBB
protein_coding	PYM1
protein_coding	RPAIN
protein_coding	PHC1
protein_coding	F2R
protein_coding	MRPS30
protein_coding	LGR6
protein_coding	C1QTNF3
protein_coding	TRAPPC6A
protein_coding	EAF2
protein_coding	KRT12
protein_coding	OR9G4
protein_coding	SYT9
protein_coding	DNAJB8
protein_coding	ATP5MC1
protein_coding	UBL5
protein_coding	SLC36A4
protein_coding	DLG1
protein_coding	UNK
protein_coding	CD70
protein_coding	NECTIN4
protein_coding	CARD8
protein_coding	UBE4A
protein_coding	GPR35
protein_coding	CR2
protein_coding	LIMS1
protein_coding	C17orf75
protein_coding	ARHGAP30
protein_coding	ADAMTS19
protein_coding	DDX6
protein_coding	PRPSAP1
protein_coding	RGPD1
protein_coding	KIF20A
protein_coding	CRADD
protein_coding	COIL
protein_coding	SLC38A10
protein_coding	PPP1CC
protein_coding	DYNC1I1
protein_coding	STAMBP
protein_coding	MAPK8IP1
protein_coding	NXPH4
protein_coding	ECM1
protein_coding	CUX2
protein_coding	TPPP
protein_coding	DDX10
protein_coding	CCL28
protein_coding	UQCRFS1
protein_coding	PTPN11
protein_coding	RCN3
protein_coding	CENATAC
protein_coding	TTLL10
protein_coding	NOSIP
protein_coding	C12orf50
protein_coding	CLDN7
protein_coding	CCNG1
protein_coding	NR2C1
protein_coding	LRIG2
protein_coding	SENP3
protein_coding	BRD9
protein_coding	P2RX1
protein_coding	RHOD
protein_coding	ABI3
protein_coding	PICALM
protein_coding	OTOP3
protein_coding	HERPUD2
protein_coding	KLF16
protein_coding	DMKN
protein_coding	RASGEF1C
protein_coding	CSAD
protein_coding	ARL13B
protein_coding	POM121
protein_coding	WDR55
protein_coding	PPOX
protein_coding	FAM20C
protein_coding	GZMA
protein_coding	LANCL1
protein_coding	PCDHGB5
protein_coding	ZC3HAV1
protein_coding	PCDHAC1
protein_coding	MRPL36
protein_coding	ZBTB38
protein_coding	EME1
protein_coding	ALMS1
protein_coding	PEX12
protein_coding	CCL4
protein_coding	SLC12A2
protein_coding	WASL
protein_coding	ALOX12
protein_coding	SENP7
protein_coding	POM121C
protein_coding	ACKR3
protein_coding	PLEK
protein_coding	PFKM
protein_coding	ATG2A
protein_coding	NFE2L3
protein_coding	SRSF2
protein_coding	PCDHA2
protein_coding	AKAP9
protein_coding	SAP130
protein_coding	SPINK1
protein_coding	PCSK1
protein_coding	PDK2
protein_coding	THRAP3
protein_coding	SLCO2B1
protein_coding	PIGZ
protein_coding	ATOX1
protein_coding	U2SURP
protein_coding	CHRM2
protein_coding	CDO1
protein_coding	BCL7B
protein_coding	DUSP3
protein_coding	SH2D2A
protein_coding	CREB3L2
protein_coding	PCDH1
protein_coding	GH2
protein_coding	DPP6
protein_coding	TLX3
protein_coding	NUP98
protein_coding	STING1
protein_coding	CSF1
protein_coding	RAD54L2
protein_coding	DHRS11
protein_coding	UQCRQ
protein_coding	HOXA3
protein_coding	PRPF40A
protein_coding	SIMC1
protein_coding	SYNE4
protein_coding	EPO
protein_coding	SYTL1
protein_coding	POR
protein_coding	HEG1
protein_coding	CTNNB1
protein_coding	LILRB4
protein_coding	SLC1A3
protein_coding	FCER1A
protein_coding	FKBP10
protein_coding	CRABP2
protein_coding	TBXA2R
protein_coding	SLC5A9
protein_coding	CREB1
protein_coding	JADE2
protein_coding	CRLF3
protein_coding	KLK2
protein_coding	SOX9
protein_coding	AFMID
protein_coding	LGALS16
protein_coding	NDUFA7
protein_coding	RHPN2
protein_coding	ETHE1
protein_coding	NFE2L2
protein_coding	IKBKE
protein_coding	CBARP
protein_coding	COASY
protein_coding	P2RX5
protein_coding	GNGT1
protein_coding	TECPR1
protein_coding	RPS9
protein_coding	PRDX5
protein_coding	MAP4K4
protein_coding	RHEX
protein_coding	GOLPH3L
protein_coding	RTN4RL2
protein_coding	RNF112
protein_coding	TPH1
protein_coding	EOMES
protein_coding	CNTF
protein_coding	UNC93B1
protein_coding	CYP3A43
protein_coding	SYT2
protein_coding	ADAT3
protein_coding	AP2A1
protein_coding	GNG5
protein_coding	IRF6
protein_coding	NCAPD3
protein_coding	TIMM29
protein_coding	AXL
protein_coding	ARHGEF37
protein_coding	ARF3
protein_coding	GRIA1
protein_coding	SMYD5
protein_coding	SCIMP
protein_coding	USP30
protein_coding	SOCS7
protein_coding	STXBP4
protein_coding	DUS4L
protein_coding	POLR2I
protein_coding	KLK7
protein_coding	RIMOC1
protein_coding	MTRFR
protein_coding	TBX21
protein_coding	NSUN2
protein_coding	NPLOC4
protein_coding	RASA4B
protein_coding	CLEC2A
protein_coding	TDG
protein_coding	PTH2
protein_coding	SH2D3A
protein_coding	LRRC32
protein_coding	ITSN2
protein_coding	USP33
protein_coding	PIK3R6
protein_coding	ME3
protein_coding	TMEM176B
protein_coding	KRT7
protein_coding	TLCD1
protein_coding	CEACAM19
protein_coding	LGALS13
protein_coding	DUSP6
protein_coding	CYB5D2
protein_coding	ZNF385A
protein_coding	UBE2S
protein_coding	CDC6
protein_coding	PLPP1
protein_coding	PPFIA1
protein_coding	SIRT4
protein_coding	SWSAP1
protein_coding	GRWD1
protein_coding	SCNN1A
protein_coding	TM4SF20
protein_coding	MAD1L1
protein_coding	MTX3
protein_coding	APOH
protein_coding	HECW2
protein_coding	BTNL9
protein_coding	RAB11B
protein_coding	RNF43
protein_coding	MTREX
protein_coding	FOXN1
protein_coding	GEMIN4
protein_coding	SRGAP1
protein_coding	DMPK
protein_coding	RPH3AL
protein_coding	LMOD1
protein_coding	GTF2H1
protein_coding	PPP1R12A
protein_coding	DNAJC27
protein_coding	GSDME
protein_coding	PNKP
protein_coding	POU6F2
protein_coding	DCDC1
protein_coding	CARTPT
protein_coding	RFC2
protein_coding	RPIA
protein_coding	SPARC
protein_coding	ERGIC2
protein_coding	PRG2
protein_coding	HGS
protein_coding	PLEKHM3
protein_coding	TOLLIP
protein_coding	TFPI
protein_coding	PIH1D2
protein_coding	GCN1
protein_coding	TBCD
protein_coding	SLF1
protein_coding	TH
protein_coding	OTULIN
protein_coding	TIMM44
protein_coding	REEP5
protein_coding	CAP1
protein_coding	HIPK2
protein_coding	SMN2
protein_coding	AP1S1
protein_coding	LILRA2
protein_coding	SP8
protein_coding	TBK1
protein_coding	MFAP3
protein_coding	PPFIBP2
protein_coding	DROSHA
protein_coding	CHCHD3
protein_coding	SMARCA4
protein_coding	MEPCE
protein_coding	KLHL41
protein_coding	HNRNPA2B1
protein_coding	PELI1
protein_coding	ANKS1B
protein_coding	TTL
protein_coding	SESN3
protein_coding	STK39
protein_coding	COX8A
protein_coding	MTMR2
protein_coding	CCDC63
protein_coding	LPCAT3
protein_coding	ARFIP2
protein_coding	HTR2B
protein_coding	MCC
protein_coding	DNMT3A
protein_coding	CDKN2C
protein_coding	ATPSCKMT
protein_coding	OAS1
protein_coding	GHR
protein_coding	CEND1
protein_coding	PTH
protein_coding	PELI3
protein_coding	NFE2
protein_coding	GNB2
protein_coding	IFITM1
protein_coding	E2F8
protein_coding	SMG5
protein_coding	CBX8
protein_coding	TXNDC15
protein_coding	PER1
protein_coding	SULT1C4
protein_coding	NEU3
protein_coding	FER
protein_coding	SLC15A3
protein_coding	DNAJC2
protein_coding	ZFAND2B
protein_coding	KCNMB1
protein_coding	EMB
protein_coding	KMT2E
protein_coding	SWAP70
protein_coding	BLTP3B
protein_coding	FBXW11
protein_coding	ORC2
protein_coding	BECN1
protein_coding	ALDH1L2
protein_coding	MCCC2
protein_coding	PAX4
protein_coding	SLC39A13
protein_coding	SDSL
protein_coding	STX1A
protein_coding	NAXE
protein_coding	IL5
protein_coding	TRIM25
protein_coding	APBB3
protein_coding	UBR3
protein_coding	STYXL1
protein_coding	LPO
protein_coding	ZBED6
protein_coding	GAS2L3
protein_coding	TUBA1B
protein_coding	MCAM
protein_coding	GORASP2
protein_coding	HAL
protein_coding	GPER1
protein_coding	MEST
protein_coding	CAMK2A
protein_coding	TMEM127
protein_coding	SOAT1
protein_coding	VIL1
protein_coding	FADS1
protein_coding	RAB21
protein_coding	IL7R
protein_coding	TEX12
protein_coding	UTP20
protein_coding	ANO5
protein_coding	XRCC4
protein_coding	SCN3A
protein_coding	EIF2AK1
protein_coding	HSH2D
protein_coding	FAXDC2
protein_coding	ANKRD13A
protein_coding	LILRB2
protein_coding	TMED7
protein_coding	MUS81
protein_coding	NDUFS4
protein_coding	SRD5A1
protein_coding	PRELID1
protein_coding	SRSF9
protein_coding	JAML
protein_coding	LUC7L2
protein_coding	CFHR3
protein_coding	RPS27A
protein_coding	ACACB
protein_coding	TTYH2
protein_coding	SLC44A5
protein_coding	IZUMO2
protein_coding	SHKBP1
protein_coding	IL6ST
protein_coding	SUN1
protein_coding	MNT
protein_coding	DTYMK
protein_coding	DOC2B
protein_coding	ARL2
protein_coding	FTSJ3
protein_coding	PA2G4
protein_coding	CCR7
protein_coding	CRIPT
protein_coding	EFTUD2
protein_coding	NEU4
protein_coding	RBM42
protein_coding	PPP1CB
protein_coding	DPY19L2
protein_coding	LARS1
protein_coding	HTR1D
protein_coding	ATCAY
protein_coding	CYBRD1
protein_coding	VPS51
protein_coding	C2orf69
protein_coding	DPY30
protein_coding	ISOC2
protein_coding	COA3
protein_coding	MS4A2
protein_coding	NPTX1
protein_coding	FBXL20
protein_coding	HMBS
protein_coding	IGSF8
protein_coding	TSEN34
protein_coding	PREB
protein_coding	COX6B2
protein_coding	RECQL5
protein_coding	PLEKHG7
protein_coding	RPS16
protein_coding	HSP90B1
protein_coding	PEX11G
protein_coding	IFI30
protein_coding	BCAR3
protein_coding	CAMKMT
protein_coding	NCL
protein_coding	PRKCA
protein_coding	MAP2K3
protein_coding	DIP2B
protein_coding	HOMER3
protein_coding	ASTL
protein_coding	CTNNBIP1
protein_coding	RNF180
protein_coding	MRPL33
protein_coding	GATAD2A
protein_coding	PLEKHG4B
protein_coding	POLE4
protein_coding	RAN
protein_coding	CISD3
protein_coding	KIDINS220
protein_coding	UGT3A1
protein_coding	PDE3B
protein_coding	KCNC3
protein_coding	MAP3K1
protein_coding	SLC19A2
protein_coding	USF2
protein_coding	HROB
protein_coding	TRIM17
protein_coding	G3BP1
protein_coding	BRD4
protein_coding	NDEL1
protein_coding	SPDYC
protein_coding	CHIA
protein_coding	DAGLA
protein_coding	KANK2
protein_coding	CD1C
protein_coding	HNF1B
protein_coding	CCNI2
protein_coding	CAPN8
protein_coding	CXCL14
protein_coding	RPAP3
protein_coding	SLC9A3
protein_coding	SAP30BP
protein_coding	PLCH1
protein_coding	XAB2
protein_coding	SGTB
protein_coding	NUDT17
protein_coding	PDE3A
protein_coding	CHRND
protein_coding	THG1L
protein_coding	CPT2
protein_coding	HTRA2
protein_coding	SUB1
protein_coding	S100A7A
protein_coding	ARHGEF26
protein_coding	C1RL
protein_coding	LEPROT
protein_coding	YRDC
protein_coding	TNR
protein_coding	SLC4A5
protein_coding	LILRB1
protein_coding	RILPL2
protein_coding	ZDHHC18
protein_coding	NICN1
protein_coding	PPP1R1A
protein_coding	METTL2A
protein_coding	TAMALIN
protein_coding	NDUFB2
protein_coding	SIRT7
protein_coding	CD27
protein_coding	PPIC
protein_coding	C1QL4
protein_coding	FARSB
protein_coding	ATG101
protein_coding	ERCC8
protein_coding	HTD2
protein_coding	TAX1BP1
protein_coding	FICD
protein_coding	GPRC5A
protein_coding	AADAC
protein_coding	WDR81
protein_coding	DENND2B
protein_coding	PSMC4
protein_coding	UNC45B
protein_coding	GMPPB
protein_coding	MAT2A
protein_coding	MSX2
protein_coding	MLLT1
protein_coding	ANXA6
protein_coding	TSFM
protein_coding	SATB2
protein_coding	CBLC
protein_coding	RAB6B
protein_coding	KMT2D
protein_coding	ATP13A3
protein_coding	TEKT4
protein_coding	GRB7
protein_coding	PLOD2
protein_coding	CERS6
protein_coding	PIP4K2C
protein_coding	MGAT4A
protein_coding	SCN8A
protein_coding	TWIST1
protein_coding	PEX1
protein_coding	EIF4G1
protein_coding	AP3S1
protein_coding	CSH1
protein_coding	ADGRL2
protein_coding	TRIP12
protein_coding	MOCS2
protein_coding	MYL6B
protein_coding	GFRA3
protein_coding	CCL13
protein_coding	PCDHA9
protein_coding	CEP120
protein_coding	HOXB9
protein_coding	KCNAB3
protein_coding	MIS12
protein_coding	KBTBD2
protein_coding	MRM1
protein_coding	CDK5
protein_coding	OCLN
protein_coding	GRB2
protein_coding	FOXRED1
protein_coding	PTTG1
protein_coding	NT5M
protein_coding	AGK
protein_coding	PSMD12
protein_coding	PSMD9
protein_coding	LIPT2
protein_coding	FAR1
protein_coding	NCKAP1L
protein_coding	PCDHGA3
protein_coding	DYNLL2
protein_coding	KCNIP1
protein_coding	PDE2A
protein_coding	KCNJ12
protein_coding	NSRP1
protein_coding	AGXT2
protein_coding	HOXC5
protein_coding	ADAMTS20
protein_coding	WIPF3
protein_coding	ZNF277
protein_coding	AATK
protein_coding	CEP83
protein_coding	EVPL
protein_coding	KLHDC10
protein_coding	CPSF4
protein_coding	GM2A
protein_coding	PPWD1
protein_coding	MPDU1
protein_coding	NPFF
protein_coding	GATC
protein_coding	RNF141
protein_coding	TPI1
protein_coding	TSSC4
protein_coding	SLC26A5
protein_coding	MPZL3
protein_coding	CNOT6
protein_coding	DYNC2H1
protein_coding	PDE6A
protein_coding	PUS1
protein_coding	NLK
protein_coding	LIX1
protein_coding	CNTN1
protein_coding	ALDH3A1
protein_coding	FABP6
protein_coding	PLCH2
protein_coding	HOXA9
protein_coding	SPINK13
protein_coding	ALDH7A1
protein_coding	ALDH3A2
protein_coding	ATP5F1B
protein_coding	TUFT1
protein_coding	PHF21A
protein_coding	ZNF655
protein_coding	SH3BP5
protein_coding	MAP3K12
protein_coding	TXNDC12
protein_coding	HOXC13
protein_coding	SLC11A2
protein_coding	LURAP1
protein_coding	AIDA
protein_coding	FIGNL1
protein_coding	FKBP14
protein_coding	RBP2
protein_coding	RIT1
protein_coding	KCTD16
protein_coding	BRAT1
protein_coding	SKIC3
protein_coding	SHMT1
protein_coding	HRG
protein_coding	SEC22B
protein_coding	C1QB
protein_coding	IFNG
protein_coding	ADCY6
protein_coding	GPR37L1
protein_coding	FYCO1
protein_coding	RALA
protein_coding	AZIN2
protein_coding	NIFK
protein_coding	RTP4
protein_coding	DENND5B
protein_coding	OR2F1
protein_coding	UBE2E1
protein_coding	TALDO1
protein_coding	SLC23A1
protein_coding	ATG16L1
protein_coding	DEUP1
protein_coding	IGSF9
protein_coding	RICTOR
protein_coding	AEBP2
protein_coding	KLHL10
protein_coding	ALDH3B2
protein_coding	CNTNAP1
protein_coding	KCNQ1
protein_coding	TRPV2
protein_coding	BCAT1
protein_coding	STIM1
protein_coding	PDE12
protein_coding	TP63
protein_coding	ST3GAL4
protein_coding	SLC8B1
protein_coding	OSBPL7
protein_coding	DIAPH1
protein_coding	PBRM1
protein_coding	COP1
protein_coding	PCDHGA1
protein_coding	FN3K
protein_coding	KLHL42
protein_coding	TNFRSF1A
protein_coding	SLC16A11
protein_coding	FKBP7
protein_coding	SEPTIN4
protein_coding	MPV17
protein_coding	TBC1D3D
protein_coding	HDAC7
protein_coding	FLCN
protein_coding	PLA2R1
protein_coding	GATAD2B
protein_coding	FLNB
protein_coding	NEK7
protein_coding	RSAD2
protein_coding	CAMKK2
protein_coding	USP40
protein_coding	CYRIA
protein_coding	SMPDL3B
protein_coding	PRKAA2
protein_coding	CHRNE
protein_coding	GH1
protein_coding	HTATIP2
protein_coding	SGCA
protein_coding	ZDBF2
protein_coding	ZBED2
protein_coding	TIMM8B
protein_coding	BAP1
protein_coding	GALNT18
protein_coding	C2orf49
protein_coding	PCARE
protein_coding	PLCD1
protein_coding	PGAP1
protein_coding	RNF135
protein_coding	ELP4
protein_coding	CYP4A11
protein_coding	SP3
protein_coding	CSF3
protein_coding	UGT1A6
protein_coding	PHC3
protein_coding	CHD3
protein_coding	NDUFV1
protein_coding	MOB1A
protein_coding	RAB40B
protein_coding	CALCRL
protein_coding	XIRP1
protein_coding	KLHL18
protein_coding	ATP5MC2
protein_coding	COX10
protein_coding	SERGEF
protein_coding	DCAF1
protein_coding	PIRT
protein_coding	CLEC10A
protein_coding	FARP2
protein_coding	MASP1
protein_coding	ESYT1
protein_coding	MBTD1
protein_coding	TGFBR3
protein_coding	SCGB1A1
protein_coding	GUCY1A2
protein_coding	TGFBR2
protein_coding	CAPN5
protein_coding	KIF18B
protein_coding	AP2M1
protein_coding	PDC
protein_coding	ETV4
protein_coding	MRPL11
protein_coding	ZC3H15
protein_coding	EHD1
protein_coding	ELAPOR1
protein_coding	FADS3
protein_coding	ALAS1
protein_coding	NCOR2
protein_coding	CAVIN2
protein_coding	AFF3
protein_coding	GOSR1
protein_coding	GPR17
protein_coding	METTL18
protein_coding	KCNIP3
protein_coding	UBE2L6
protein_coding	RTP3
protein_coding	CD200R1L
protein_coding	TMEM201
protein_coding	BCS1L
protein_coding	BOC
protein_coding	INHBC
protein_coding	FDX1
protein_coding	RNF34
protein_coding	ATM
protein_coding	SUPT4H1
protein_coding	SCAMP3
protein_coding	CNPY2
protein_coding	LGALS9
protein_coding	PSMA5
protein_coding	FKBP2
protein_coding	AUNIP
protein_coding	CLEC1B
protein_coding	MTA2
protein_coding	SMIM10L1
protein_coding	HSPB8
protein_coding	PMEL
protein_coding	FLAD1
protein_coding	ILK
protein_coding	AGPS
protein_coding	KCNC4
protein_coding	SMCR8
protein_coding	RBFOX3
protein_coding	POLR3C
protein_coding	PPTC7
protein_coding	GTF2H3
protein_coding	KIF5C
protein_coding	DUS1L
protein_coding	ENO2
protein_coding	RPS6KB2
protein_coding	ARHGEF10L
protein_coding	PSD4
protein_coding	LACRT
protein_coding	FBXW8
protein_coding	FLOT2
protein_coding	LYG2
protein_coding	FEV
protein_coding	NRXN1
protein_coding	LRCOL1
protein_coding	CLEC3B
protein_coding	GNPTAB
protein_coding	POGLUT1
protein_coding	PARPBP
protein_coding	TNFRSF13B
protein_coding	LUC7L3
protein_coding	GXYLT2
protein_coding	PTH2R
protein_coding	PIK3CB
protein_coding	UGT1A9
protein_coding	LTO1
protein_coding	MMP19
protein_coding	ATP5PB
protein_coding	HAAO
protein_coding	EXPH5
protein_coding	AARSD1
protein_coding	FXYD6
protein_coding	PARS2
protein_coding	EEA1
protein_coding	RNF181
protein_coding	SLC25A24
protein_coding	BICDL1
protein_coding	ATP11B
protein_coding	UTP25
protein_coding	RECQL
protein_coding	MIF4GD
protein_coding	RHBDD1
protein_coding	FCMR
protein_coding	CEP295NL
protein_coding	TMEM11
protein_coding	NSF
protein_coding	AHDC1
protein_coding	DRAM1
protein_coding	PRKD3
protein_coding	RRP9
protein_coding	CHFR
protein_coding	SART1
protein_coding	ZNF445
protein_coding	GRAMD1C
protein_coding	PARP1
protein_coding	USP36
protein_coding	BIN1
protein_coding	FEZ1
protein_coding	ITGB5
protein_coding	PPY
protein_coding	FDXR
protein_coding	IL12RB2
protein_coding	B3GNT6
protein_coding	RBM4B
protein_coding	PEX16
protein_coding	STAC
protein_coding	ALG9
protein_coding	HHLA2
protein_coding	IL17RD
protein_coding	SLCO1B3
protein_coding	RFNG
protein_coding	BRSK2
protein_coding	SATB1
protein_coding	SOCS3
protein_coding	MAPK7
protein_coding	OAS3
protein_coding	TARS2
protein_coding	NUP85
protein_coding	SPPL3
